timestamp,class,confidence,map_x,map_y,robot_x,robot_y,robot_yaw,is_new
2026-03-21T22:15:11.795428,orange,0.830,-4.967,-2.273,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.069259,orange,1.000,-4.894,-2.143,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.069333,orange,0.995,-4.794,-2.003,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.069360,orange,0.837,-4.967,-2.274,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.241359,orange,1.000,-4.894,-2.143,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.241409,orange,0.996,-4.794,-2.003,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.241423,orange,0.840,-4.968,-2.276,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.534871,orange,1.000,-4.894,-2.144,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.534997,orange,0.996,-4.794,-2.004,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.535026,orange,0.839,-4.967,-2.274,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.801586,orange,1.000,-4.893,-2.143,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.801632,orange,0.995,-4.793,-2.003,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:12.803442,orange,0.837,-4.967,-2.275,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:13.094711,orange,1.000,-4.894,-2.144,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:13.094767,orange,0.996,-4.794,-2.003,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:13.094780,orange,0.836,-4.967,-2.275,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:14.387405,orange,1.000,-4.895,-2.146,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:14.387687,orange,0.997,-4.795,-2.005,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:14.387714,orange,0.831,-4.969,-2.278,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:14.946033,orange,1.000,-4.894,-2.145,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:14.946084,orange,0.995,-4.794,-2.003,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:14.946101,orange,0.828,-4.968,-2.276,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:15.128769,orange,1.000,-4.893,-2.143,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:15.128807,orange,0.996,-4.793,-2.003,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:15.128821,orange,0.838,-4.966,-2.273,-3.624,-2.942,2.712,UPDATE
2026-03-21T22:15:15.337578,orange,1.000,-4.896,-2.147,-3.624,-2.942,2.712,UPDATE
